Store,RR State,Store Format,Store Name,City,Timing
2402,Telangana,FRESH,pochamma,WARANGAL,9am-10pm
2702,Telangana,FRESH,Gachibowli,HYDERABAD,9am-10pm
2901,Telangana,FRESH,"Madhapur, Vaishnavai Projects:",HYDERABAD,9am-10pm
2904,Telangana,FRESH,"PJR Stadium, Chandanagar",HYDERABAD,9am-10pm
2907,Telangana,FRESH,Kondapur,HYDERABAD,9am-10pm
2911,Telangana,FRESH,Manikonda,HYDERABAD,9am-10pm
2927,Telangana,FRESH,Medchal,HYDERABAD,9am-10pm
2928,Telangana,FRESH,Miyapur,HYDERABAD,9am-10pm
2929,Telangana,FRESH,"SanatNagar, Motinagar",HYDERABAD,9am-10pm
2978,Telangana,FRESH,"RF - Kuc X road, Nayeem Nagar",WARANGAL,9am-10pm
2981,Telangana,FRESH,SM Plaza – AS Rao nagar,HYDERABAD,9am-10pm
3213,Telangana,FRESH,Neredmet,HYDERABAD,9am-10pm
9560,Telangana,FRESH,RF Quthubullapur,HYDERABAD,9am-10pm
2314,West Bengal,FRESH,Jodhpur Park,KOLKATA,9am-10pm
2316,West Bengal,FRESH,Barasat Colony More,KOLKATA,9am-10pm
2325,West Bengal,FRESH,SodepurBarasatRoad,KOLKATA,9am-10pm
2327,West Bengal,FRESH,UtsaComplex,KOLKATA,9am-10pm
2329,West Bengal,FRESH,Barrackpore Railway Station,KOLKATA,9am-10pm
2568,West Bengal,FRESH,Kedarnath M Lane,KOLKATA,9am-10pm
2587,West Bengal,FRESH,BangurAvenue,KOLKATA,9am-10pm
2895,West Bengal,FRESH,"Gangotri, Uttarpara",KOLKATA,9am-10pm
2898,West Bengal,FRESH,"Rajarahat, Shresta Garden",KOLKATA,9am-10pm
2899,West Bengal,FRESH,Italgacha  Vasundhara Apartment,KOLKATA,9am-10pm
2916,West Bengal,FRESH,"Loharuka, Khaikalli",KOLKATA,9am-10pm
3035,West Bengal,FRESH,Budgebudge,KOLKATA,9am-10pm
3087,West Bengal,FRESH,NetajiNagar,KOLKATA,9am-10pm
2926,Mumbai,SB,Rajdeep Tower,MUMBAI,
3100,Mumbai,SB,RCSPLSBAnushakti,MUMBAI,
3101,Mumbai,SB,RCSPLSBBorivali,MUMBAI,
3102,Mumbai,SB,RCSPLSBBreachCandy,MUMBAI,
3103,Mumbai,SB,RCSPLSBChembur,MUMBAI,
3104,Mumbai,SB,RCSPLSBBandra,MUMBAI,
3105,Mumbai,SB,RCSPLSBDindoshi,MUMBAI,
3106,Mumbai,SB,RCSPLSBJuhu,MUMBAI,
3107,Mumbai,SB,RCSPLSBNewColaba,MUMBAI,
3108,Mumbai,SB,RCSPLSBMatunga,MUMBAI,
3109,Mumbai,SB,RCSPLSBVileParle,MUMBAI,
3110,Mumbai,SB,RCSPLSBMazgaon,MUMBAI,
3111,Mumbai,SB,RCSPLSBWorli,MUMBAI,
3112,Mumbai,SB,RCSPLSBColaba,MUMBAI,
3113,Mumbai,SB,RCSPLSBNapeansea,MUMBAI,
3114,Mumbai,SB,RCSPLSB3R,MUMBAI,
3115,Mumbai,SB,RCSPLSBJBAndheri,MUMBAI,
3116,Mumbai,SB,RCSILCCIShop,MUMBAI,
3119,Mumbai,SB,RCSPLSBAgarBazar,MUMBAI,
3120,Mumbai,SB,RF SB Virar Store,MUMBAI,
3121,Mumbai,SB,Mira Road Mumbai,MUMBAI,
3145,Mumbai,SB,RF Nallasopara West,MUMBAI,
3327,Mumbai,SB,SB Mulund,MUMBAI,
3993,Mumbai,SB,SB Ashok Garden,MUMBAI,
2957,Andhra Pradesh,Smart,RS Selection Grand Building,Tadepallygudem,
3209,Andhra Pradesh,Smart,Bhavanipuram,VIJAYAWADA,
6201,Andhra Pradesh,Smart,AbhiTower,TIRUPATI,
6212,Andhra Pradesh,Smart,Dargamitta,NELLORE,
6215,Andhra Pradesh,Smart,GNT Road,RAJAHMUNDRY,
6228,Andhra Pradesh,Smart,Srinivasa Nagar,ANANTAPUR,
6244,Andhra Pradesh,Smart,KAKINADA,KAKINADA,
6711,Andhra Pradesh,Smart,Lakshmipuram,GUNTUR,
6713,Andhra Pradesh,Smart,NarendraCentre,TANUKU,
6715,Andhra Pradesh,Smart,Bhimavaram,BHEEMAVARAM,
6725,Andhra Pradesh,Smart,Nagamani Tower Chi,CHITTOOR,
2963,Gujarat,Smart,RS - Ved Road,Surat,
2964,Gujarat,Smart,Udhna,Surat,
3097,Gujarat,Smart,Moti Bagh,JUNAGARH,
3201,Gujarat,Smart,Lambhvel Rd Anand,Anand,
3202,Gujarat,Smart,Gunjan,VAPI,
3203,Gujarat,Smart,MahavirNagar,HIMATNAGAR,
3204,Gujarat,Smart,Sector12B,GANDHIDHAM,
3205,Gujarat,Smart,MundraRoad,BHUJ,
3206,Gujarat,Smart,SevashramRoad,BHARUCH,
3208,Gujarat,Smart,Bhavnagar,BHAVNAGAR,
3214,Gujarat,Smart,KantAdani,NADIAD,
6202,Gujarat,Smart,ISKCON,AHMEDABAD,
6203,Gujarat,Smart,MotiKhavdi,JAMNAGAR,
6237,Gujarat,Smart,Drive in,AHMEDABAD,
6703,Gujarat,Smart,ManeklalRoad,NAVSARI,
6704,Gujarat,Smart,AyurvedicUniversity,JAMNAGAR,
6712,Gujarat,Smart,Mangalya,VADODARA,
6723,Gujarat,Smart,AIMS Oxygen Vadodara,VADODARA,
9693,Gujarat,Smart,RF Reliance Green,JAMNAGAR,
2995,Haryana,Smart,RRL Smart Meenakshi Garden,Sonipat,
2956,Jharkhand,Smart,RS Sandhya Tower,RANCHI,
6206,Jharkhand,Smart,MaruTower,RANCHI,
2994,Karnataka,Smart,RS KSRTC Bus Stand,MYSORE,
2997,Karnataka,Smart,RS Urban Oasis Mall,HUBLI,
6207,Karnataka,Smart,SarlaGrand,BANGALORE,
6225,Karnataka,Smart,Vijaynagar TTMC,BANGALORE,
6226,Karnataka,Smart,Ascendas Park,BANGALORE,
6243,Karnataka,Smart,RF VIDYARANPURA,BANGALORE,
2980,Kerala,Smart,RS Jacob Building Aluva,KOCHI,
3211,Kerala,Smart,Vazhakkala,KOCHI,
3212,Kerala,Smart,Muvattupuzha,KOCHI,
6705,Kerala,Smart,O Mall,KOCHI,
6706,Kerala,Smart,Palai,PALAI,
6707,Kerala,Smart,East Fort,TRICHUR,
3210,Madhya Pradesh,Smart,AyodhyaByePass,BHOPAL,
6208,Maharashtra,Smart,Almonte-Khardi Bypas,PUNE,
6209,Maharashtra,Smart,TainSqr-FatimaNgr,PUNE,
6219,Maharashtra,Smart,Aundh,PUNE,
6719,Maharashtra,Smart,Erandwane,PUNE,
6721,Maharashtra,Smart,Tapadia Mall,Kolhapur,
2277,Mumbai,Smart,MangalaTowers-CBD,NAVI MUMBAI,
2620,Mumbai,Smart,Swadeshi-Chunabhatti,MUMBAI,
2984,Mumbai,Smart,Reliance Smart - Maithli Vashi,NAVI MUMBAI,
6210,Mumbai,Smart,Central City Mall,MUMBAI,
6217,Mumbai,Smart,Acme Mall,MUMBAI,
6220,Mumbai,Smart,Phoenix Market City,MUMBAI,
6221,Mumbai,Smart,D-Victoria,MUMBAI,
6731,Mumbai,Smart,Gulmohar Plaza,MUMBAI,
6205,NCR,Smart,CrownInteriorzMall,FARIDABAD,9am-10pm
6239,NCR,Smart,RRL Dwarka,NEW DELHI,9am-10pm
6701,NCR,Smart,DLFMegaMall,GURGAON,9am-10pm
6708,NCR,Smart,Ansal Plaza,DELHI,9am-10pm
6727,NCR,Smart,BMG Mall Rewar,REWARI,9am-10pm
6224,Orissa,Smart,OSRTC Bhubaneshwar,BHUBANESHWAR,9am-10pm
2996,Punjab,Smart,RS Bestech Square Mall,MOHALI,9am-10pm
2101,Rajasthan,Smart,Bhawani Singh Road,JAIPUR,9am-10pm
6717,Rajasthan,Smart,Bhiwadi,ALWAR,9am-10pm
6722,Rajasthan,Smart,Lake City Udaipur,UDAIPUR,9am-10pm
6726,Rajasthan,Smart,Elements Mall,JAIPUR,9am-10pm
2420,Tamil Nadu,Smart,Velacherry,CHENNAI,9am-10pm
2822,Tamil Nadu,Smart,Perambur,CHENNAI,9am-10pm
6214,Tamil Nadu,Smart,Mangalam Towers,TIRUCHIRAPPALLI,9am-10pm
6233,Tamil Nadu,Smart,Fun Republic Mall,COIMBATORE,9am-10pm
6709,Tamil Nadu,Smart,BibiKulam,MADURAI,9am-10pm
2925,Telangana,Smart,Sangareddy,Sangareddy,9am-10pm
2946,Telangana,Smart,RRL  Karimnagar,Karimnagar,9am-10pm
2949,Telangana,Smart,"Blue Whale Palace, Miryalaguda",Miryalguda,9am-10pm
2950,Telangana,Smart,RS Siddipet,Siddipet,9am-10pm
2977,Telangana,Smart,Reliance Smart – Old Alwal,Hyderabad,9am-10pm
2985,Telangana,Smart,"RS - Metro Complex,",Nalagonda,9am-10pm
6019,Telangana,Smart,Gachibowli,HYDERABAD,9am-10pm
6204,Telangana,Smart,LibertyPlaza,HYDERABAD,9am-10pm
6714,Telangana,Smart,Alankar Chowrastha,WARANGAL,9am-10pm
6728,Telangana,Smart,NACHARAM HYDERABAD,HYDERABAD,9am-10pm
,UP,Smart,RRL Smart Jaipuria Mall,Ghaziabad,9am-10pm
2951,West Bengal,Smart,RRL Rosedale,KOLKATA,9am-10pm
S.No,Store Name,City,Address of the Store,Pin Code,Timing,Phone Number
1,Baramunda,BHUBANESHWAR,"RELIANCE FRESH LIMITED, HOTEL CRYSTAL, BARAMUNDA HOUSEING BOARD COLONEY, BARAMUNDA BHUBANESWAR, ORISSA",753003,8am-9pm,18001037009
2,I.D.Market,BHUBANESHWAR,"Plt no-4/238,IRC Village Nayapalli,BBSR.Odisha",751015,10.30am-9.30pm,18001030389
3,Gopabandhu Square,BHUBANESHWAR,Plot No.6 Gopabandhu Squre Bhubaneswar Orissa,751003,10.30am-9.30pm,18001037303
4,CuttackRoad,BHUBANESHWAR,"Reliance Fresh, Plot No-738,739 Govindaprasad, Cuttack Road, Bhubaneswar.",751006,10.30am-9.30pm,18001030341
5,Sahidnagar,BHUBANESHWAR,"RELIANCE FRESH LIMITED, 1ST & 2ND FLR, PLOT NO-611, NEAR DAWAT RESTORANT, SAHID NAGAR, BHUBANESWAR, ODISHA",751007,10am-9pam,18001033386
6,Samantaraypur,BHUBANESHWAR,Reliance fresh  Samantrapur Girija Complex pin-751002 bbsr-2,751002,10am-9pam,18001027809
7,Dolamundai,CUTTACK,"Plot No-1678,1679,1423 purighat  Near Hotel Akbari Dolamundai Square,cuttack",753001,10.30am-9.30pm,18001029282
8,Kanika Square,CUTTACK,"Plot No - 641(p),666(p),669(p) At - Kanika Chaka, Po - Tulashipur Pin - 75301 Dt - Cuttack, Odisha",753001,7am-9pm,18001036742
9,CDA,CUTTACK,"Markat Nagar Plot No-c/20,Sec-6 CDA Cuttack-753014 Odisha",753014,10.30am-9.30pm,18001034166
10,Mahanadi Vihar,CUTTACK,"Plot No-1255,Reliance Fresh, Sanjibani Chowk, Mahanadi Vihar",753004,7am-9pm,18001030689
11,Lewis Road,BHUBANESHWAR,"Plot NO-2892/3734(p),Goutam nagar,Lewis road,Near Rajarani Showroom,Unit-28,Bhubaneswar,Orissa",751002,7am-9pm,18001033711
12,Unit-4,BHUBANESHWAR,"Plot no-41/A, Bhouma Nagar,Unit-4 Bhubaneswar,orissa",751001,10am-9pam,18001035009
13,Cantonment road,CUTTACK,"RFL cantonment Road,Cuttack Stores,Reliance Fresh Ltd. Ground Floor, Shri Gopal memorial trust, Plot No.553C, Cantonment Road, Cuttack.",753001,10.30am-9.30pm,18001035306
14,OSRTC Bhubaneshwar,BHUBANESHWAR,"Reliance Super Ltd., Kharavela Nagar, Unit-111, Khata No.444, Master Canteen Square, Bhubaneshwar, Orissa",751030,10am-9pam,18001034958
15,CDA Sec -9,CUTTACK,"Plot No : 6B/923/4,Mouza : Markat Nagar, In front of Jaganath Marbles, Wahid's Property, CDA SEC-09, UCO bank Lane, Cuttack,Orissa",753003,10.30am-9.30pm,18001030976
16,Europark,GHAZIABAD,"LGF,Plot No.39,Site-4,EURO PARK,SAHIBABAD,INDUSTRIAL AREA,GHAZIABAD",201012,10.30am-9.30pm,18001034128
17,Majitha Road,AMRITSAR,"Rliance Fresh Shehnai Palace,Opp.Power Colony Main Majitha Road",143001,7am-9pm,18001036702
18,Chah Rajwala (Ram Tirath Chowk),AMRITSAR,"Plot no- 286 ,Chahrajwala, G.T Road Putlighar, Opp Balmiki Statue. Near Railway workshop. Asr",143001,10.30am-9.30pm,18001032547
19,Gazal Palace,AMRITSAR,"Plot no 21,Gazal Banquet hall Opp nayyar Hospital,Lawrance Road  Amritsar Punjab",143001,10.30am-9.30pm,18001028138
20,"Div No. 3 (Mohar Singh Nagar),Gobind",LUDHIANA,"B-XXIII-6837/2B, Mohar Singh Nagar, Ludhiana, Punjab.",141008,10.30am-9.30pm,18001034046
21,Dugri Road Ex -1 Market,LUDHIANA,Sco-86 Near Bagga Nursing Home Phase-1 Ludhiana,141002,10.30am-9.30pm,18001032938
22,"Dugri Road, Model Town,Walia Dept",LUDHIANA,"Reliance Fresh Store,41/1, Opp. Aroma Market, Near Walia Complex, Dugri Road, Model Town, LUDHIANA-",141002,10.30am-9.30pm,18001029027
23,"Raj Bhavan,Hindu College",AMRITSAR,Reliance Fresh  C/o. Raj Bhawan Hindu College Rd. Dhab Khatikan Opp. Janana Hospital,143001,10am-9pam,18001033690
24,"Shiva International,Cheratha Road",AMRITSAR,"Reliance Retail ltd Shiva international,Japani Mill G.T Road ,Chheharta Amritsar",143001,10am-9pam,18001031717
25,Habopwal,LUDHIANA,RELIANCE FRESH MAIN MARKET WADI HAIBOWAL NEAR BABA BHURI WALA GURUDWARA LUDHIANA PUNJAB,141001,10.30am-9.30pm,18001033718
26,Shaheed Bhagat Singh Nagar,LUDHIANA,"Reliance Fresh Limited SCO 12,13&14 Shheed Bhagat Singh Nagar  Ludhiana  Punjab 141013",141013,10am-9pam,18001036973
27,KidwaiNagar,LUDHIANA,2666 Ajit nagar Opp mini Rose Garden Ludhiann Punjab,141111,7am-9pm,18001027617
28,Suruchi,AHMEDABAD,"SURUCHI,VIKAS GRUH ROAD,NR ASHOKNAGAR BUS STOP,PALDI,AHMEDABAD.",380007,10am-9pam,18001035926
29,Parth Empire- Maninagar,AHMEDABAD,"5A To 5c,6A To 6F(GF),PARTH COMPLEX, Nr,Fire station,Krishna baug, maninagar, Ahmedabad.",380008,10am-9pam,18001035278
30,Shahibaugh,AHMEDABAD,"RELIANCE FRESH LIMITED MARUTI SAPHIRE, OPP. SHAHIBAUG POLICE CHOWKY NR. UNDERBRIDGE,SHAHIBAUG, AHMEDABAD -",380004,10am-9pam,18001033667
31,Drive in,AHMEDABAD,"Drive In store , Near Drive In Cinema",380052,10.30am-9.30pm,18001027614
32,Vishnupratibha-Virar,MUMBAI,"VishnuPratibha Complex, Vishnu Pratibha, Hall, Opp. Utkarsh Vidyalaya, PP Marg, Virar(WEST). Thane 401303.",401303,9am-9pm,18001027401
33,Centrium Mall,MUMBAI,"Reliance Fresh Ltd., Centrium Mall, Lokhandwala Complex, Kandivali (E)",400101,10.30am-9.30pm,18001027992
34,Manu Krupa-Virar,MUMBAI,"Manukrupa Bunglow H.no 64-65, Manvelpada Road,Virar(East), Taluka Vasai, District Thane 401303",401303,7am-9pm,18001031335
35,TirupatiApt-WardenRd,MUMBAI,Reliance Signature Store Bhulabhai Desai Road Opp - Mahalaxmi Mandir Tardeo Mumbai Central,400026,10am-9pam,18001036386
36,Shivam Apts,MUMBAI,"Shivam Apt Near Co-operation Bank Anand Nagar Dahisar (E), Mumbai",400068,10am-9pam,18001034795
37,Phoenix Market City,MUMBAI,"Reliance Fresh Ltd., G28/29, Grnd Floor, Market City Mall, L.B.S. Marg, Kurla, Mumbai",400070,10am-9pam,18001031893
38,Acme Mall,MUMBAI,"Acme Mall, Near Khira Nagar, S. V Road, Santa Cruz (W), Mumbai",400054,9am-10pm,18001030417
39,Central City Mall,MUMBAI,"Reliance Super, Central City Mall, D.B.Marg, OPP Shagun Hotel Mumbai Central (E)",400008,10.30am-9.30pm,18001036466
40,Gulmohar Plaza,MUMBAI,"Reliance Retail Ltd, Gulmohar Plaza, Nr. Old VIVA Collage, Virar west, Mumbai MH 401303",401303,10.30am-9.30pm,18001032891
41,D-Victoria,MUMBAI,"RF D Victoria Mall, Devpooja Builders PL, D Victoria Mall, Plot No. 81-90, Shimpoli Road, Borvali West",400092,10.30am-9.30pm,18001028254
42,Brodipet,GUNTUR,RELIANCE FRESH LIMITED D NO:5-37-59 4TH LINE BRODIPET GUNTUR,522002,10.30am-9.30pm,18001029806
43,Arundelpet,GUNTUR,"Reliance fresh Ltd,GGK Plaza, D.No:6-4-30, 4/2 Arundalpet,Guntur.",522002,9am-10pm,18001032386
44,Kothapet,GUNTUR,"RELIANCE FRESH LIMITED, D No: 12-25-168, G. V. DOCTOR's PLAZA, KOTHAPET, GUNTUR",522001,7am-9pm,18001035489
45,Koritipadu,GUNTUR,"RelianceFreshLtd,MiracleResidency,Door No:4-4-78,Chandramoulinagar,Koritipadu, GUNTUR",522007,7am-9pm,18001036993
46,Nagamani Tower Chi,CHITTOOR,"Nagamani Towers, Survey no 682, sri chaitanya School Building,Vellore Road, Chittoor",517501,10am-9pam,18001032535
47,Dargamitta,NELLORE,"RELIANCE SUPER, MUNCIPAL CAS NO:516, SRI SAILAM TOWERS, POLICE OFFICE ROAD, ADJ: TO KVR PETROL BUNK, DARGAMITTA, NELLORE-AP",524003,10.30am-9.30pm,18001036263
48,AbhiTower,TIRUPATI,"Reliance Mart, Abhi Towers, Near Railway overbridge, Renigunta Road,Tirupati",517501,9am-10pm,18001028445
49,Lakshmipuram,GUNTUR,"Reliance Hypermart limited.H.NO:5-87-7, City Center Building, Opp.union Bank Of India, Main Road, Laxmipuram, Guntur, AndhraPradesh",522002,7am-9pm,18001031264
50,Subhash Nagar,NEW DELHI,Shop No.53 to 56 Ground Floor Main Market Subhash Nagar New Delhi,110027,10am-9pam,18001031162
51,Inderpuri,NEW DELHI,"RELIANCE FRESH STORE ER-7,INDERPURI NEW DELHI-12",110012,7am-9pm,18001028675
52,Pira Garhi,NEW DELHI,487/35 Natioanl market peera garhi New delhi,110087,10am-9pam,18001037039
53,"Milap Nagar,Mangal BazaarUttam nagar(E)",NEW DELHI,"WZ-50/51,Mangal Bazar Road Milap Nagar, Uttam Nagar,New Delhi",110059,10am-9pam,18001036861
54,Mohan Garden,DELHI,"K-1/1 Peepal Wala Chowk ,Mohan Garden,Uttam Nagar,New Delhi",110059,10am-9pam,18001030168
55,Bali Nagar,NEW DELHI,"F-99 Ground Floor Bali Nagar , New Delhi 110015",110015,8am-9pm,18001034577
56,Mansarovar Garden,DELHI,F-227/228 mansarovar Garden,110015,7am-9pm,18001027883
57,Paschim Vihar,DELHI,"A-6/1,Paschim Vihar. Oppsite Indraprastha School, New Delhi",110063,10am-9pam,18001036085
58,Ganesh Nagar,DELHI,A-110 Ganesh Nagar- Tilak Nagar Near central Hospital -New Delhi,110018,10.30am-9.30pm,18001033346
59,Fateh Nagar á,DELHI,"D- 28&29 fateh nagar , new delhi, Pin code--- 110018",110018,10.30am-9.30pm,18001035187
60,SultanpuriNangloi Rd,DELHI,"Plot No.B-56, Raj park, Main Road Sultanpuri, Nangloi Road,New Delhi",110086,10am-9pam,18001033274
61,Nangloi Nazafgarh,DELHI,RELIANCEE FRESH LTD PLOT NO.23 GROUND FLOOR NANGLOI NAJAFGARH ROAD  NANGLOI NEW DELHI,110041,10am-9pam,18001027353
62,Nangloi Saiyed,NEW DELHI,"Property No.- 4&5, Sayed Nangloi, New Delhi.",110087,10am-9pam,18001029820
63,SpringAvenue-Kalyan,MUMBAI,Reliance Fresh Spring Avenue near KDMC office Khadakpada  Kalyan (W),421301,10am-9pam,18001028268
64,Mahadev - Thane,THANE,"Reliance fresh, next to malhar cinema,opp mtnl exchange,naupada,thane (w).mumbai",400601,7am-9pm,18001029544
65,Galaxy-Sion,MUMBAI,Reliance Fresh Galaxy supermarket 2/2  sindhi socity opp of Guru Kripa Hotel Sion west,400022,10.30am-9.30pm,18001037072
66,Anna Louis-Vikhroli,MUMBAI,Reliance Fresh LTD Anna louies Good Will Mention near by bus Depo,400083,9am-10pm,18001033302
67,Swadeshi-Chunabhatti,MUMBAI,"Reliance Fresh Limited, swadeshi mills compound,tower no.6 Reliance retail, Opposite jain temple, Near Chunabhatti crossing",400022,10am-9pam,18001034359
68,Court Circle,DHARWAD,"""VISHWA LAXMI ARCADE"", Municipal nos. 11973,CTS Nos. 109/A1/A1,Court Circle, P.B. Road, Dharwad-580 001",580001,10.30am-9.30pm,18001029402
69,Keshwapur,HUBLI,"Kalyani Classic,Opp Sbi Zonal Off,Keshavapur,Kusugal,Hubli - 580023",580023,7am-9pm,18001027619
70,RPD,BELGAUM,"""Kalashree Apartments"", Cts No.,17A&B, Khanapur Road, Tilakwadi,Belgaum-590008",590008,10am-9pam,18001032135
71,Deshpande Nagar,HUBLI,"""VERNEKAR PLAZA"", CTS No. 162/17A1,A2,A3,A4 & A5, Deshpande Nagar, Hubli-580 029.",580029,10.30am-9.30pm,18001029984
72,RELIANCE SUPER VALUE,BELGAUM,"No:. 1357/A Ground Floor, Hotel Hanuman Compound,Kle Hospital Road, Kolhapur Circle, Belgaum – 590010",590010,10am-9pam,18001037357
73,MangalaTowers-CBD,NAVI MUMBAI,"Mangala Tower, ShopNo.1 to 7 Plot No.34,Sector-15. CBD BElapur Navi Mumbai",400706,7am-9pm,18001031243
74,JaiBharat-Nerul,NAVI MUMBAI,"new Jaibharat,plot no.7 & 8,beside Army colany,women hostel building,sector-5,navi mumbai",400706,7am-9pm,18001034658
75,Sai Palace-Vashi,NAVI MUMBAI,sai palace sector-10A vashi Navi mumbai near NNMC hospital,400703,10am-9pam,18001032299
76,Roopdarshan-Kkhairne,NAVI MUMBAI,"Roopdarshan Reliance fresh ltd nerar bridge palm beach rd sector,11  shop no3/12 nivimumbai koper kharine",400709,10am-9pam,18001028592
77,Dev Darshan,NAVI MUMBAI,shop no:34 to 47 sector-19 devkrupa chs.kharghar navi mumbai.,410210,10.30am-9.30pm,18001035860
78,MunotResidenc-Panvel,NAVI MUMBAI,Reliance fresh limited Munot resiency 34-35 Thane naka Panvel Nr.Garden restaurant mumbai maharashtra,410206,10am-9pam,18001036456
79,Merchandising Centre,NAVI MUMBAI,"Merchandising Centre, Gate-A, RCP, Thane-Belapur Road, Ghansoli-400701, Navi Mumbai, Maharashtra",400701,10am-9pam,18001035813
80,I-Gate Patni Campus,NAVI MUMBAI,"IGate Knowledge Park, Patani Campus, 1st Floor, B-Block, MIDC, Knowledge Park, Plot No - IT-1/IT-1A, TTC, Industrial Area, Mahape, Airoli, Navi Mumbai",-,10.30am-9.30pm,18001036567
81,PataudiRoad,GURGAON,Reliance Fresh Ltd. Pataudi Road gurgaon Haryana,122001,10am-9pam,18001036424
82,HudaMarketSEC23,GURGAON,"SCO-30,31,32 Reliance Fresh Huda market sec 23 Gurgaon Haryana",122001,10.30am-9.30pm,18001028141
83,SouthNajafgarh,DELHI,RZ-1 Nehru Garden New Roshan Pura Opp BDO Office Najafgarh New Delhi,110043,10am-9pam,18001028800
84,"Sector - 31, Gurgaon",GURGAON,"Shop No. 11 & 12, Huda Mkt. Sector 31,  Gurgoan.",122001,10am-9pam,18001027160
85,Kakrola Mor,NEW DELHI,"Reliance Fresh Ltd. Plots Nos 152& 153,Out of Kharsa No 3/5 Situated in the vill, Kakrola Delhi",110059,7am-9pm,18001030719
86,Vijay Enclave,DELHI,"A-1/23,Vijay Enclave,Main Palam Dabri Road,Near Dashrathpuri Bus Stand,New Delhi",110045,9am-9pm,18001028094
87,"Huda Market, Sector - 4, Gurgaon",GURGAON,"RF Limited, SCF-24-25, Huda market-2, Sec-4, Gurgaon-122001",122001,10.30am-9.30pm,18001029528
88,Ansal Plaza,GURGAON,"Reliance Fresh-3079 GFA-1 ANSAL PLAZA, PALAM VIHAR-GURGAON HARYANA",112017,9am-10pm,18001032039
89,BMG Mall Rewar,REWARI,BMG Mall Lower Ground Floor Circular Road Rewari,123401,9.30am-8.30pm,18001033462
90,DLFMegaMall,GURGAON,"Reliance Super, Shopp no LG-01DLF Mega Mall, DLF PH-1, Golf Corse Road, Near Bristol Hotel & Sikanderpur Metro Station",122001,10.30am-9.30pm,18001028670
91,Bhiwadi,ALWAR,"Capital Mall, Reliance Super, Plot 812, Bhiwadi Industrial Area, Near UIT Police Station, alwar, Rajsathan",301019,9.30am-8.30pm,18001029828
92,JharsaRoad,GURGAON,"Reliance Fresh Ltd., Indiraj Arcade, Sec-15, Part-2, Kirti Nagar, Near Jharsa Road",122001,7am-9pm,18001033980
93,Shubham Banquet,ROHTAK,Reliance Fresh Ltd HUDA Complex Delhi Road Rohtak,124001,10am-9pam,18001029313
94,Shehnai Banquet,ROHTAK,"Shahnai banquet, Mansarover park, Delhi Road",124001,10am-9pam,18001035412
95,Sagar Villa,ROHTAK,Reliance Fresh Sagar villa in the Sagar villa complex Near Sheela by pass Rohtak.,124001,10am-9pam,18001029536
96,Kath Mandi,ROHTAK,Reliance Fresh Ltd Kath Mandi Jhajjar Road Rohtak,124001,7am-9pm,18001031512
97,PLA chowk,HISSAR,"Reliance Fresh Ltd.Pla chowk,hissar,Near saini sweets,camp chowk,hissar(Haryana)",125005,10am-9pam,18001036923
98,Phase V,MOHALI,"Reliance Fresh, S.C.O-8, Phase-5,Mohali, Punjab.",160059,10am-9pam,18001034393
99,PhaseX,CHANDIGARH,"Relance Fresh, s.c.o no 61 to 66 phase 10,.opposite silvi park. mohali",160071,10am-9pam,18001028401
100,Phase VII,MOHALI,"reliance fresh s.c.o 62-63-64,phase 7 mohali",160062,10am-9pam,18001035301
101,Mundakkal,KOLLAM,"Reliance Fresh, Reliance Retail Ltd,  Arunachal XIII/ 1451 Opp.S.P.Office. H&C Road, Tillery Mundakkal West, Kollam- 691 001",691001,10am-9pam,18001031124
102,Vendormukku,KOLLAM,"Reliance Fresh, Reliance Retail Ltd,  Krishna Towers, Vadakevila Vendormukku, Kollam- 691 010.",691010,9am-9pm,18001030257
103,Chinnakada,KOLLAM,"Reliance Fresh, Reliance Retail Ltd,  Parameswaran Pillai Bhavan,  Parameswar Nagar, Chinnakkada Taluk Kollam- 691 001.",691001,10.30am-9.30pm,18001028561
104,PATTOM,TRIVANDRUM,"Reliance Fresh, Reliance Retail Ltd,  Relcon Plaza Pattom Trivandrum – 695 004",695004,10am-9pam,18001029841
105,PEROORKADA,TRIVANDRUM,"Reliance Fresh, Reliance Retail Ltd,  Nadan Squre, Kudappanakunnu Village, Peroorkada Jn., Trivandram -695 005.",695005,10am-9pam,18001027427
106,Kottiyam,KOLLAM,"Reliance Fresh, Reliance Retail Ltd,  E.A.K. Complex, Kottiyam, Kollam - 691 571.",691571,7am-9pm,18001032093
107,Edappazhanji,TRIVANDRUM,"Reliance Fresh, Reliance Retail Ltd,  India Tower, Edappazhanji Vazhuthakkadu Trivandrum – 695 014.",695014,10.30am-9.30pm,18001027322
108,Thodupuzha,KOCHI,"Reliance Fresh, Reliance Retail Ltd,  Pulimoottil Roy Rojer's Tower Punalur - Moovattupuzha Road Thodupuzha P O, Pin - 685 584",685584,10am-9pam,18001030185
109,Kothamangalam,KOCHI,"Reliance Fresh, Reliance Retail Ltd,  Buildg. No. 11/462 Opp. Kothamangalam Police Station, Kothamangalam",686691,7am-9pm,18001035639
110,BCM City,INDORE,"Reliance Fresh Limimted, Bcm City 4-6, Upper Ground Floor, Navlakha Square, A.B. Road Indore",456001,9.30am-8.30pm,18001035579
